BagID,GrossWeight,BatchNumb,ProductType,DateandTime
163,0,1,Skins,2024-05-23 13:39:58.612491
164,0,1,Skins,2024-05-23 13:41:28.960314
165,0,45,Skins,2024-05-23 13:43:56.291595
166,0,1,Skins,2024-05-23 13:46:29.953519
167,0,1,Skins,2024-05-23 13:49:14.660185
168,0,1,Skins,2024-05-23 13:57:25.851863
169,0,1,Skins,2024-05-23 13:58:28.970445
170,0,1,Skins,2024-05-23 13:59:30.411397
171,0,1,Skins,2024-05-23 14:03:25.692713
172,0,1,Skins,2024-05-23 14:04:57.801799
